TeamID,TeamELO
1228,1976.446582057643
1328,1865.209005118922
1106,1235.9389817857773
1354,1274.5047280817616
1112,1992.0474206732813
1223,1115.7863593901907
1165,1568.3837302477775
1432,1330.8979752531043
1192,1239.2918221517637
1447,1216.0428663021273
1218,1440.9834126218173
1337,1441.8732626638637
1226,1350.6592644021955
1242,1959.4953450336875
1268,1958.2360818074246
1260,1734.767553838368
1133,1752.2501832704247
1305,1698.294670256523
1424,1724.1896353979498
1307,1879.0667891536596
1288,1148.3170436604435
1344,1706.3244564473464
1438,1761.290893229373
1374,1809.0098638958061
1411,1218.6440533761527
1412,1735.28914697301
1397,2072.4882785602945
1417,1918.3101525863817
1225,1296.8371551591908
1116,1859.7959295859118
1368,1287.3429076687246
1120,2096.8310738911814
1391,1253.1368923374707
1135,1462.2269052716601
1306,1233.5206772451145
1143,1617.4833519214772
1388,1979.3727271636412
1153,1814.402724361116
1184,1433.5646075035195
1159,1380.7038444369973
1171,1373.4687493875892
1216,1093.4370771558583
1173,1817.6330628538196
1134,1022.40017689347
1177,1602.0771073787168
1296,1196.6135895441266
1193,1333.7463911429704
1265,1411.5770855032529
1196,2097.4717254043276
1416,1782.2905535745235
1206,1777.1785191311055
1137,1378.6133234025447
1210,1748.9654487645969
1149,1179.2801664948925
1211,2006.4384487087277
1102,1285.0786510435103
1234,1817.836217871365
1114,1338.8535024685946
1332,1965.6664177982013
1243,1825.6953417104423
1317,1736.5680505251232
1257,1902.030061552411
1231,1885.5908390144004
1277,2055.386427850303
1145,1158.7138104586893
1278,1739.321922448273
1453,1184.513974391816
1286,1410.0478526620411
1186,1321.063906446549
1301,1718.327681710446
1144,1347.9911343715405
1325,1486.8495346649343
1384,1261.975711816153
1326,1842.1452302468083
1248,1226.6371605750667
1287,1291.4688978500997
1339,1429.5136750023244
1334,1262.4147087997299
1365,1726.8602910491966
1375,1508.0750603910926
1126,1271.9454038354058
1403,2000.9580234706827
1152,1086.060291324841
1423,1662.772293725127
1347,1399.9022386507354
1429,1898.3405916642632
1428,1745.2266582654195
1437,1856.672455144181
1436,1565.3491533858225
1172,1552.4611971979177
1439,1682.9558482350797
1330,1365.2712075546176
1443,1504.7957196512018
1121,1304.512299916218
1455,1623.256101218594
1249,1363.3097580465699
1241,1604.7700955667833
1440,1236.448051845725
1314,1950.8102715768416
1200,1464.0745165479682
1323,1699.8352894811323
1264,1363.022995244135
1458,1988.2021296662203
1104,2069.064661716587
1160,1795.1415249566662
1414,1696.8227309503397
1181,2130.1290110328255
1387,1655.4301963089467
1183,1215.8666545000094
1247,1497.8491984046875
1284,1439.1106222789133
1402,1442.2319600648395
1276,1957.9098682022
1178,1153.5229358164481
1364,1508.5722905121097
1338,1752.0122369914668
1290,756.9345420053514
1376,1730.0883830908995
1378,1534.4359576944569
1202,1593.6734201166694
1396,1576.7878830972911
1180,1483.7642953656036
1398,1315.1037229701271
1399,1224.4198160363233
1155,1997.4899177314949
1258,1542.0572250200983
1448,1854.5218687133452
1464,1506.37756777699
1124,1919.0319514106122
1341,944.7699744707227
1130,1626.1782372334528
1254,1260.7576785923156
1204,1410.9346141535127
1151,1611.1242643563337
1233,1452.9422307412517
1220,1402.4119091673608
1246,1960.3370645987823
1405,1539.2756210581363
1280,1861.229401826765
1238,1268.8816207767354
1308,1498.5482815812
1431,1480.0916020615364
1253,1287.755383682881
1363,1522.4390384583367
1348,1534.0285351129314
1373,1271.3421623908575
1379,1293.4178225115788
1270,1596.0369611655628
1409,1449.9536205898312
1331,1246.842704450369
1444,1361.1677279845812
1434,1417.333192711921
1451,1307.3502206794312
1139,1745.456645510408
1442,1227.5394593783562
1154,1078.9201405987267
1456,1366.0276764907885
1229,1552.8876772162903
1227,1485.7236087460788
1259,1174.1556334781897
1406,1593.9891835559883
1261,1703.2369662356089
1272,1952.4621573558518
1117,1597.150031803312
1273,1349.732639180572
1163,2085.7965008534816
1318,1419.7872595506356
1360,1323.7365359428768
1393,1717.0326068628153
1419,1192.117271562924
1418,1381.4530669543615
1281,1812.811558020721
1161,1905.6458736735133
1109,1159.7188750619862
1309,1005.9356573368166
1298,1311.342897537
1321,1825.1268265779627
1285,1592.2606544583152
1271,986.5551384180012
1353,1772.1002301363021
1351,1377.0526614127625
1359,1585.544195335099
1267,1502.021065172634
1361,1880.4127972521394
1386,1718.13431652771
1400,1879.269379086338
1322,1287.4041798400376
1433,1881.4734740445813
1187,1572.8140071910238
1245,1596.0616081531186
1111,1496.850323871927
1150,1453.9963166290393
1119,1259.3130140891474
1141,1390.3511633897347
1221,1166.9518839020134
1122,1342.7460117669045
1185,1409.995576619016
1199,1724.6104886046728
1201,1375.353661050018
1212,1161.326843958794
1197,1114.201583673712
1140,1985.8953106758058
1292,1600.6466805097803
1162,1263.4666594190317
1319,1344.9739825947315
1239,1421.051173960334
1320,1648.2690162781128
1371,1629.396454065566
1349,1398.4361775113987
1222,2200.3081510624347
1382,1675.7528077938323
1383,1203.3061778918316
1385,2088.172715609391
1390,1751.196453439686
1425,1768.0544517948672
1435,1812.9611015331468
1463,1730.4925852750785
1441,1299.5165886138057
1449,1691.5535883525313
1123,1365.9582438677576
1103,1727.7407727568502
1129,1874.1593385698081
1209,1386.5465394608864
1156,1486.6159684910663
1336,1780.6123988961365
1174,1411.4591238386372
1343,1619.8904059752936
1232,1541.614312264804
1203,1589.635366747237
1110,1423.5533547927357
1335,1335.953999288283
1283,1383.24595500759
1235,2011.5883278410702
1166,2013.3160857953812
1311,1386.3406728507425
1256,1565.644928604194
1147,1056.9831439340085
1250,1215.7203194285455
1266,1988.0224749650781
1452,1811.1830283925572
1269,1518.5007159025402
1208,1826.6856733442341
1310,1262.7420661249878
1329,1756.189028701067
1333,1635.8543664465365
1345,2017.5094881910206
1263,1405.0106244146855
1352,1549.7166926561629
1380,1275.1030621934938
1446,1401.9763224205756
1427,1384.2643735442919
1113,1702.3000238926465
1408,1621.9061977410677
1410,1228.6370553802035
1350,1502.4427687555262
1450,1725.3952417353544
1462,1906.2089102935415
1131,1307.6478401267948
1190,1488.8890168602572
1168,1240.2749629601162
1179,1901.3035270400126
1304,1804.8601982669775
1224,1170.3575986680366
1356,1514.1087663005267
1426,1449.0543691922062
1215,1259.2831640187799
1132,1390.457502267977
1217,1443.0036630922516
1389,1365.487167442239
1395,1799.2115549175785
1461,1478.3050630797527
1279,1879.786980388443
1275,1568.9288160750648
1293,1519.5185669797704
1191,1402.4349172725997
1299,1164.8379785204634
1401,1956.2519541417726
1175,1159.4641954382905
1327,1342.0302695110709
1207,1649.4302814033115
1108,1195.2942047699012
1182,1593.6958327419434
1274,1586.4333539698123
1362,1815.94909116987
1164,984.5892241867878
1118,1287.8975657817966
1420,1239.4688999382124
1457,1471.3793475658272
1148,1466.7045279065294
1372,1314.7329618590154
1157,1207.5143849057865
1421,1456.0402106694708
1358,1499.239246310606
1460,1373.1349609294798
1198,1325.6660998425418
1291,1456.4211610439527
1381,1315.875674552913
1251,1701.3907109188217
1282,1288.7067778275934
1169,1525.5102692288908
1302,1191.9031689957287
1454,1516.7926800499813
1170,1146.290092086659
1138,1249.9406828988433
1158,1673.2389122276593
1422,1505.9974628567636
1369,1352.9232080538748
1404,1242.6429708426865
1194,1699.4784977341449
1407,1603.8777898523845
1142,1362.786463033168
1214,1350.2003315733357
1459,1489.7129288283718
1240,1549.3883970029576
3104,2004.344333594011
3202,1291.1941109204502
3163,2346.4877648432143
3221,1475.740799105366
3222,1505.0611301909337
3261,2226.439556349257
3307,1577.275378969298
3365,1561.933764555757
3349,1614.8462844710396
3411,1162.4667793702083
3435,1953.2533177460039
3172,1667.475409544782
3443,1588.2808079642255
3257,2085.2526359946814
3119,1482.4179125162184
3217,1842.8785929203111
3139,1608.3222237441976
3103,1307.5508075675466
3141,1416.7046659709697
3387,1543.6419637051767
3142,1364.5970850241868
3451,1332.700166946047
3182,1619.0117906131018
3352,1352.0847924905916
3184,1461.6250237254856
3267,1493.4939190588066
3207,1645.5118934010566
3384,1063.6375186561686
3279,2060.3454566637856
3292,1858.7135098641243
3339,1881.5563465622713
3140,1675.6616481969304
3353,1600.0158509223568
3268,2104.294747291619
3408,1565.585059187196
3282,1299.487943966474
3427,1758.8138556188917
3410,1260.7534104799354
3436,1541.4419973040895
3348,1619.7660037251221
3448,1606.145408298125
3433,1484.1594038795547
3453,1843.3579095003035
3278,1809.1310474160769
3454,1260.3483381797025
3369,1130.0902974847693
3124,2113.5404278971255
3363,1201.8164262356877
3133,1286.9461623811492
3444,1415.2220230882147
3151,1468.0468607701594
3157,1534.1362503136984
3386,1766.224378943129
3170,1354.9229606438596
3334,1573.1327063523627
3199,2050.2285732226383
3197,1021.0814484728655
3231,2065.5759688014837
3123,1890.1251946980155
3234,2170.266427312677
3179,1800.7780178592193
3242,1846.5635621342406
3166,2115.223611295251
3269,1490.3062940732614
3447,995.7369362342419
3274,1832.8572607681083
3193,1732.1829932253142
3301,2229.3743501264125
3224,1434.4968530639264
3304,1972.0829574634324
3321,1606.6533372539498
3155,1748.9541805035192
3326,2177.6073133398177
3382,1188.4425403829064
3345,1710.7219431852134
3232,1183.5019537659211
3347,1197.6542440376882
3150,1450.9169261758311
3361,1704.9974332665763
3333,1858.2895720016668
3385,1720.0789544016993
3264,1341.6038301567519
3420,1219.050275122815
3145,1244.3839789788412
3438,1833.5006213050603
3456,1416.1855176773506
3452,2034.521185485972
3460,1334.652697805294
3464,1321.1573280710948
3405,1866.896851818092
3156,1659.8022836021767
3152,951.7277270619337
3178,1328.1219907838483
3248,1220.695016731604
3180,1518.1372828272927
3281,1690.8513797794656
3229,1643.1422227688108
3283,1782.6647532633851
3212,1270.8495445198848
3320,1643.1711424938692
3227,1464.9167097721909
3286,1723.9154604493515
3368,1531.1098596822326
3422,1556.4742250019383
3421,953.8054599747428
1313,1425.8851774929142
3106,967.118632370953
3359,1284.867268056613
3117,1533.3115364906519
3395,2071.961612815282
3120,1748.87134252341
3426,1499.9352126630276
3187,1619.7692212260129
3214,1167.8429224050467
3203,1424.6123465325397
3210,1920.236283523292
3209,1439.38053643003
3246,1965.1152435214797
